Feature,Feature Value,SHAP Value,Absolute Value,Category
dl_total_bytes_non_incr_46,8195778.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_47,13679873.0,0.0,0.0,dl_bitrate
ul_bitrate_47,58911.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_47,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_47,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_47,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_47,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_47,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_47,8588618.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_48,11150039.0,0.0,0.0,dl_bitrate
ul_bitrate_48,59087.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_48,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_48,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_48,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_48,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_48,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_48,7154389.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_49,14069336.0,0.0,0.0,dl_bitrate
ul_bitrate_49,59492.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_49,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_49,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_49,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_49,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_49,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_49,8621159.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_50,13398943.0,0.0,0.0,dl_bitrate
ul_bitrate_50,60388.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_50,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_50,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_50,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_50,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_50,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_50,8696474.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_51,10387443.0,0.0,0.0,dl_bitrate
ul_bitrate_51,59204.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_51,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_51,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_51,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_51,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_51,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_51,6550446.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_52,14906247.0,0.0,0.0,dl_bitrate
ul_bitrate_52,58929.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_52,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_52,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_52,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_52,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_52,100.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_52,92.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_53,13022838.0,0.0,0.0,dl_bitrate
ul_bitrate_53,58766.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_53,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_53,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_53,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_53,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_53,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_53,8283446.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_54,13381150.0,0.0,0.0,dl_bitrate
ul_bitrate_54,60271.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_54,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_54,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_54,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_54,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_54,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_54,8395548.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_55,11165871.0,0.0,0.0,dl_bitrate
ul_bitrate_55,59370.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_55,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_55,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_55,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_55,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_55,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_55,7111766.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_56,13419200.0,0.0,0.0,dl_bitrate
ul_bitrate_56,58819.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_56,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_56,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_56,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_56,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_56,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_56,8547533.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_57,13783894.0,0.0,0.0,dl_bitrate
ul_bitrate_57,59809.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_57,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_57,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_57,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_57,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_57,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_57,8621701.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_58,10682246.0,0.0,0.0,dl_bitrate
ul_bitrate_58,59352.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_58,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_58,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_58,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_58,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_58,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_58,6816482.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_59,15104974.0,0.0,0.0,dl_bitrate
ul_bitrate_59,59221.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_59,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_59,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_59,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_59,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_59,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_59,9574765.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_60,13064227.0,0.0,0.0,dl_bitrate
ul_bitrate_60,59054.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_60,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_60,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_60,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_60,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_60,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_60,8252573.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_61,13686270.0,0.0,0.0,dl_bitrate
ul_bitrate_61,59053.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_61,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_61,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_61,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_61,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_61,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_61,8669921.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_62,11198945.0,0.0,0.0,dl_bitrate
ul_bitrate_62,57915.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_62,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_62,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_62,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_62,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_62,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_62,7115789.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_63,13306414.0,0.0,0.0,dl_bitrate
ul_bitrate_63,60034.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_63,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_63,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_63,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_63,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_63,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_63,8448941.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_64,13864640.0,0.0,0.0,dl_bitrate
ul_bitrate_64,60858.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_64,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_64,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_64,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_64,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_64,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_64,8730498.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_65,10502095.0,0.0,0.0,dl_bitrate
ul_bitrate_65,58531.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_65,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_65,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_65,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_65,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_65,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_65,6642809.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_66,15021199.0,0.0,0.0,dl_bitrate
ul_bitrate_66,59102.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_66,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_66,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_66,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_66,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_66,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_66,9529828.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_67,12780896.0,0.0,0.0,dl_bitrate
ul_bitrate_67,61015.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_67,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_67,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_67,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_67,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_67,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_67,8015750.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_68,58985.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_68,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_68,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_68,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_68,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_68,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_68,8444065.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_69,11540671.0,0.0,0.0,dl_bitrate
ul_bitrate_69,58516.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_69,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_69,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_69,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_69,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_69,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_69,7297833.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_70,13176917.0,0.0,0.0,dl_bitrate
ul_bitrate_70,58353.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_70,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_70,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_70,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_70,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_70,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_70,8310350.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_71,13379519.0,0.0,0.0,dl_bitrate
ul_bitrate_71,58806.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_71,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_71,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_71,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_71,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_71,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_71,8433812.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_72,10837101.0,0.0,0.0,dl_bitrate
ul_bitrate_72,59038.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_72,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_72,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_72,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_72,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_72,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_72,6911734.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_73,60616.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_73,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_73,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_73,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_73,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_73,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_73,9594460.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_74,12417750.0,0.0,0.0,dl_bitrate
ul_bitrate_74,59408.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_74,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_74,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_74,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_74,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_74,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_74,7802950.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_75,59773.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_75,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_75,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_75,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_75,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_75,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_75,8766736.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_76,11760195.0,0.0,0.0,dl_bitrate
ul_bitrate_76,59342.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_76,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_76,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_76,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_76,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_76,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_76,7492031.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_77,13524692.0,0.0,0.0,dl_bitrate
ul_bitrate_77,59588.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_77,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_77,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_77,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_77,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_77,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_77,8496421.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_78,13346466.0,0.0,0.0,dl_bitrate
ul_bitrate_78,58820.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_78,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_78,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_78,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_78,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_78,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_78,8435432.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_79,11161791.0,0.0,0.0,dl_bitrate
ul_bitrate_79,58881.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_79,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_79,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_79,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_79,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_79,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_79,7055743.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_80,15082756.0,0.0,0.0,dl_bitrate
ul_bitrate_80,59121.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_80,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_80,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_80,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_80,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_80,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_80,9581875.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_81,12739107.0,0.0,0.0,dl_bitrate
ul_bitrate_81,58549.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_81,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_81,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_81,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_81,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_81,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_81,8064900.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_82,12884889.0,0.0,0.0,dl_bitrate
ul_bitrate_82,58036.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_82,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_82,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_82,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_82,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_82,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_82,7680331.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_83,11999272.0,0.0,0.0,dl_bitrate
ul_bitrate_83,59732.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_83,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_83,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_83,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_83,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_83,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_83,8044061.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_84,13441937.0,0.0,0.0,dl_bitrate
ul_bitrate_84,59254.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_84,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_84,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_84,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_84,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_84,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_84,8450882.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_85,13449229.0,0.0,0.0,dl_bitrate
ul_bitrate_85,57677.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_85,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_85,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_85,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_85,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_85,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_85,8587289.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_86,11263081.0,0.0,0.0,dl_bitrate
ul_bitrate_86,59067.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_86,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_86,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_86,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_86,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_86,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_86,7112129.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_87,59645.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_87,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_87,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_87,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_87,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_87,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_87,9444070.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_88,12852542.0,0.0,0.0,dl_bitrate
ul_bitrate_88,59495.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_88,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_88,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_88,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_88,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_88,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_88,8170661.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_89,13355445.0,0.0,0.0,dl_bitrate
ul_bitrate_89,58681.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_89,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_89,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_89,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_89,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_89,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_89,8373488.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_90,11804258.0,0.0,0.0,dl_bitrate
ul_bitrate_90,58914.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_90,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_90,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_90,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_90,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_90,504.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_90,7528826.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_91,13636504.0,0.0,0.0,dl_bitrate
ul_bitrate_91,60063.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_91,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_91,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_91,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_91,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_91,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_91,8590134.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_92,57740.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_92,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_92,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_92,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_92,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_92,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_92,8798472.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_93,10904606.0,0.0,0.0,dl_bitrate
ul_bitrate_93,58731.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_93,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_93,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_93,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_93,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_93,420.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_93,6907003.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_94,57373.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_94,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_94,-1.0,0.0,0.0,cell_x_dl_tx
